file,model,condition,language_mix,metric,value
17_yeshwanthpur_fast.mp3,sarvam,fast,hinglish,wer,2.2
17_yeshwanthpur_fast.mp3,sarvam,fast,hinglish,cer,0.8787878787878788
17_yeshwanthpur_fast.mp3,sarvam,fast,hinglish,locality_strict,0.0
17_yeshwanthpur_fast.mp3,sarvam,fast,hinglish,locality_fuzzy,0.0
17_yeshwanthpur_fast.mp3,sarvam,fast,hinglish,edit_distance,8.0
17_yeshwanthpur_fast.mp3,sarvam,fast,hinglish,latency_ms,498.9514000044437
17_yeshwanthpur_fast.mp3,sarvam,fast,hinglish,rtf,0.245252754141842
17_yeshwanthpur_fast.mp3,whisper,fast,hinglish,wer,2.4
17_yeshwanthpur_fast.mp3,whisper,fast,hinglish,cer,0.8787878787878788
17_yeshwanthpur_fast.mp3,whisper,fast,hinglish,locality_strict,0.0
17_yeshwanthpur_fast.mp3,whisper,fast,hinglish,locality_fuzzy,0.0
17_yeshwanthpur_fast.mp3,whisper,fast,hinglish,edit_distance,7.0
17_yeshwanthpur_fast.mp3,whisper,fast,hinglish,latency_ms,20062.782799999695
17_yeshwanthpur_fast.mp3,whisper,fast,hinglish,rtf,9.861587195477714
18_thanisandra_normal.mp3,deepgram,normal,hinglish,wer,1.5714285714285714
18_thanisandra_normal.mp3,deepgram,normal,hinglish,cer,0.6818181818181818
18_thanisandra_normal.mp3,deepgram,normal,hinglish,locality_strict,0.0
18_thanisandra_normal.mp3,deepgram,normal,hinglish,locality_fuzzy,1.0
18_thanisandra_normal.mp3,deepgram,normal,hinglish,edit_distance,3.0
18_thanisandra_normal.mp3,deepgram,normal,hinglish,latency_ms,2167.3732999988715
18_thanisandra_normal.mp3,deepgram,normal,hinglish,rtf,0.7597598656243763
18_thanisandra_normal.mp3,sarvam,normal,hinglish,wer,2.0
18_thanisandra_normal.mp3,sarvam,normal,hinglish,cer,0.8636363636363636
18_thanisandra_normal.mp3,sarvam,normal,hinglish,locality_strict,0.0
18_thanisandra_normal.mp3,sarvam,normal,hinglish,locality_fuzzy,1.0
18_thanisandra_normal.mp3,sarvam,normal,hinglish,edit_distance,3.0
18_thanisandra_normal.mp3,sarvam,normal,hinglish,latency_ms,527.7851999999257
18_thanisandra_normal.mp3,sarvam,normal,hinglish,rtf,0.18501197400128852
18_thanisandra_normal.mp3,whisper,normal,hinglish,wer,1.8571428571428572
18_thanisandra_normal.mp3,whisper,normal,hinglish,cer,0.8636363636363636
18_thanisandra_normal.mp3,whisper,normal,hinglish,locality_strict,0.0
18_thanisandra_normal.mp3,whisper,normal,hinglish,locality_fuzzy,1.0
18_thanisandra_normal.mp3,whisper,normal,hinglish,edit_distance,3.0
18_thanisandra_normal.mp3,whisper,normal,hinglish,latency_ms,21038.437500003056
18_thanisandra_normal.mp3,whisper,normal,hinglish,rtf,7.374899583729984
19_rajarajeshwarinagar_normal.mp3,deepgram,normal,hinglish,wer,1.6666666666666667
19_rajarajeshwarinagar_normal.mp3,deepgram,normal,hinglish,cer,0.5882352941176471
19_rajarajeshwarinagar_normal.mp3,deepgram,normal,hinglish,locality_strict,0.0
19_rajarajeshwarinagar_normal.mp3,deepgram,normal,hinglish,locality_fuzzy,0.0
19_rajarajeshwarinagar_normal.mp3,deepgram,normal,hinglish,edit_distance,9.0
19_rajarajeshwarinagar_normal.mp3,deepgram,normal,hinglish,latency_ms,2066.175399999338
19_rajarajeshwarinagar_normal.mp3,deepgram,normal,hinglish,rtf,0.6952674064984278
19_rajarajeshwarinagar_normal.mp3,sarvam,normal,hinglish,wer,2.6666666666666665
19_rajarajeshwarinagar_normal.mp3,sarvam,normal,hinglish,cer,0.9019607843137255
19_rajarajeshwarinagar_normal.mp3,sarvam,normal,hinglish,locality_strict,0.0
19_rajarajeshwarinagar_normal.mp3,sarvam,normal,hinglish,locality_fuzzy,0.0
19_rajarajeshwarinagar_normal.mp3,sarvam,normal,hinglish,edit_distance,9.0
19_rajarajeshwarinagar_normal.mp3,sarvam,normal,hinglish,latency_ms,518.7943999990239
19_rajarajeshwarinagar_normal.mp3,sarvam,normal,hinglish,rtf,0.1745741610287998
19_rajarajeshwarinagar_normal.mp3,whisper,normal,hinglish,wer,2.3333333333333335
19_rajarajeshwarinagar_normal.mp3,whisper,normal,hinglish,cer,0.9019607843137255
19_rajarajeshwarinagar_normal.mp3,whisper,normal,hinglish,locality_strict,0.0
19_rajarajeshwarinagar_normal.mp3,whisper,normal,hinglish,locality_fuzzy,0.0
19_rajarajeshwarinagar_normal.mp3,whisper,normal,hinglish,edit_distance,9.0
19_rajarajeshwarinagar_normal.mp3,whisper,normal,hinglish,latency_ms,21918.90030000286
19_rajarajeshwarinagar_normal.mp3,whisper,normal,hinglish,rtf,7.375703420380226
20_kengeriupanagara_normal.mp3,deepgram,normal,hinglish,wer,1.6
20_kengeriupanagara_normal.mp3,deepgram,normal,hinglish,cer,0.7647058823529411
20_kengeriupanagara_normal.mp3,deepgram,normal,hinglish,locality_strict,0.0
20_kengeriupanagara_normal.mp3,deepgram,normal,hinglish,locality_fuzzy,0.0
20_kengeriupanagara_normal.mp3,deepgram,normal,hinglish,edit_distance,6.0
20_kengeriupanagara_normal.mp3,deepgram,normal,hinglish,latency_ms,2111.020299998927
20_kengeriupanagara_normal.mp3,deepgram,normal,hinglish,rtf,0.7219117310949437
20_kengeriupanagara_normal.mp3,sarvam,normal,hinglish,wer,1.8
20_kengeriupanagara_normal.mp3,sarvam,normal,hinglish,cer,0.8823529411764706
20_kengeriupanagara_normal.mp3,sarvam,normal,hinglish,locality_strict,0.0
20_kengeriupanagara_normal.mp3,sarvam,normal,hinglish,locality_fuzzy,1.0
20_kengeriupanagara_normal.mp3,sarvam,normal,hinglish,edit_distance,3.0
20_kengeriupanagara_normal.mp3,sarvam,normal,hinglish,latency_ms,583.2915999999386
20_kengeriupanagara_normal.mp3,sarvam,normal,hinglish,rtf,0.19946991920888169
20_kengeriupanagara_normal.mp3,whisper,normal,hinglish,wer,1.6
20_kengeriupanagara_normal.mp3,whisper,normal,hinglish,cer,0.8823529411764706
20_kengeriupanagara_normal.mp3,whisper,normal,hinglish,locality_strict,0.0
20_kengeriupanagara_normal.mp3,whisper,normal,hinglish,locality_fuzzy,0.0
20_kengeriupanagara_normal.mp3,whisper,normal,hinglish,edit_distance,4.0
20_kengeriupanagara_normal.mp3,whisper,normal,hinglish,latency_ms,20652.40929999709
20_kengeriupanagara_normal.mp3,whisper,normal,hinglish,rtf,7.062564272380418
